_id,Fiscal Year,Fund ID,Fund Name,Fund Type,Department ID,Department Name,Department Type,GL Account,GL Description,GL Category,Revenue or Expenditure,Current,Adopted,Actuals
2976,2023,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,521705,Equipment Rental,Other Services and Charges,Expenditures,50081,30081,7313
2977,2023,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,521725,Other Rental,Other Services and Charges,Expenditures,1900,1900,11661
2978,2023,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,521726,Ice Machine Rental,Other Services and Charges,Expenditures,23000,23000,7934
2979,2023,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,522430,Misc Other Services & Charges,Other Services and Charges,Expenditures,38457,38457,2193
2980,2023,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,522435,Interest Charges Past Due Accounts,Other Services and Charges,Expenditures,2000,2000,-138
2981,2023,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,522715,Interfund Electricity,Other Services and Charges,Expenditures,72650,72650,29911
2982,2023,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,522721,Interfund HR Client Services,Other Services and Charges,Expenditures,545359,545359,312834
2983,2023,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,522722,Interfund KRONOS Service Chargeback,Other Services and Charges,Expenditures,24608,24608,9650
2984,2023,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,522724,Interfund - Application Services Exp,Other Services and Charges,Expenditures,658395,658395,320502
2985,2023,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,522726,Interfund - Data Services Exp,Other Services and Charges,Expenditures,376104,376104,184566
2986,2023,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,522727,Interfund - Voice Services Exp,Other Services and Charges,Expenditures,67458,67458,17823
2987,2023,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,522728,Interfund - Wireless Services Exp,Other Services and Charges,Expenditures,67559,67559,21793
2988,2023,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,522729,Interfund - Voice Labor Exp,Other Services and Charges,Expenditures,2386,2386,2956
2989,2023,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,522795,Other Interfund Services,Other Services and Charges,Expenditures,2032116,2032116,883094
2990,2023,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,522805,Interfund Network Services,Other Services and Charges,Expenditures,49153,49153,17822
2991,2023,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,522822,Interfund Insurance,Other Services and Charges,Expenditures,186160,186160,1653
2992,2023,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,522830,Interfund GIS Services,Other Services and Charges,Expenditures,31135,31135,6097
2993,2023,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,522847,Interfund Natural Gas,Other Services and Charges,Expenditures,9309,9309,163
2994,2023,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,522850,Interfund Radio System Access,Other Services and Charges,Expenditures,16830,16830,6539
2995,2023,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520104,Claims Payment Services,Other Services and Charges,Expenditures,4675556,4700161,1372734
2996,2023,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520109,Medical- Dental & Laboratory Services,Other Services and Charges,Expenditures,250,250,435
2997,2023,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520110,Management Consulting Services,Other Services and Charges,Expenditures,95000,95000,15000
2998,2023,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520115,Real Estate Lease/Office Rental,Other Services and Charges,Expenditures,300000,300000,75000
2999,2023,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520119,Computer Eq/SW Mnt,Other Services and Charges,Expenditures,107383,88625,30991
3000,2023,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520139,Motor Pool Charges,Other Services and Charges,Expenditures,8956,8956,2355
3001,2023,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520765,Membership & Professional Fees,Other Services and Charges,Expenditures,21050,21050,5847
3002,2023,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520805,Education & Training,Other Services and Charges,Expenditures,95336,95336,27414
3003,2023,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520905,Travel - Training Related,Other Services and Charges,Expenditures,28200,28200,8863
3004,2023,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520910,Travel - Non-Training Related,Other Services and Charges,Expenditures,250,250,985
3005,2023,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522430,Misc Other Services & Charges,Other Services and Charges,Expenditures,55000,55000,813
3006,2023,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522605,Active Employee Incurred Claims,Other Services and Charges,Expenditures,32183180,32183180,11163878
3007,2023,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522721,Interfund HR Client Services,Other Services and Charges,Expenditures,104997,104997,46734
3008,2023,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522722,Interfund KRONOS Service Chargeback,Other Services and Charges,Expenditures,2902,2902,1138
3009,2023,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522724,Interfund - Application Services Exp,Other Services and Charges,Expenditures,182900,182900,80959
3010,2023,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522725,Interfund Postage,Other Services and Charges,Expenditures,2800,2800,521
3011,2023,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522726,Interfund - Data Services Exp,Other Services and Charges,Expenditures,66998,66998,30273
3012,2023,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522727,Interfund - Voice Services Exp,Other Services and Charges,Expenditures,28561,28561,2062
3013,2023,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522728,Interfund - Wireless Services Exp,Other Services and Charges,Expenditures,22462,22462,6573
3014,2023,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522729,Interfund - Voice Labor Exp,Other Services and Charges,Expenditures,1572,1572,111
3015,2023,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522775,Intfd Parking - Hobby,Other Services and Charges,Expenditures,4775,4775,1909
3016,2023,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522780,Interfund Metro Passes,Other Services and Charges,Expenditures,3780,3780,236
3017,2023,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522805,Interfund Network Services,Other Services and Charges,Expenditures,300,300,1580
3018,2023,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522815,Intfd Print Shop Services,Other Services and Charges,Expenditures,3625,3625,375
3019,2023,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522830,Interfund GIS Services,Other Services and Charges,Expenditures,4736,4736,927
3020,2023,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522844,Interfund Vehicle Services - Tires,Other Services and Charges,Expenditures,353,353,612
3021,2023,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522845,Interfund Vehicle Services,Other Services and Charges,Expenditures,3998,3998,2431
3022,2023,1011,WorkersCompensation,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522846,Interfund Vehicle Fuel,Other Services and Charges,Expenditures,7751,7751,4495
3023,2023,1011,WorkersCompensation,Service Chargeback Funds,9000,Legal Department,Administrative Services,522721,Interfund HR Client Services,Other Services and Charges,Expenditures,3134,3134,1908
3024,2023,1011,WorkersCompensation,Service Chargeback Funds,9000,Legal Department,Administrative Services,522724,Interfund - Application Services Exp,Other Services and Charges,Expenditures,37947,37947,26978
3025,2023,1011,WorkersCompensation,Service Chargeback Funds,9000,Legal Department,Administrative Services,522726,Interfund - Data Services Exp,Other Services and Charges,Expenditures,45958,45958,20456
3026,2023,1011,WorkersCompensation,Service Chargeback Funds,9000,Legal Department,Administrative Services,522727,Interfund - Voice Services Exp,Other Services and Charges,Expenditures,72,72,28
3027,2023,1011,WorkersCompensation,Service Chargeback Funds,9000,Legal Department,Administrative Services,522830,Interfund GIS Services,Other Services and Charges,Expenditures,137,137,27
3028,2023,1002,Central Service,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,520110,Management Consulting Services,Other Services and Charges,Expenditures,50000,50000,12475
3029,2023,1002,Central Service,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,521505,Electricity,Other Services and Charges,Expenditures,88038794,88038794,40868279
3030,2023,1002,Central Service,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,521510,Natural Gas,Other Services and Charges,Expenditures,5901128,5901128,2823319
3031,2023,1002,Central Service,Service Chargeback Funds,2500,General Services Department,Development & Maintenance Services,522795,Other Interfund Services,Other Services and Charges,Expenditures,387754,387754,78402
3032,2023,1002,Central Service,Service Chargeback Funds,7000,Planning & Development,Development & Maintenance Services,520107,Computer Info/Contr,Other Services and Charges,Expenditures,68100,68100,39580
3033,2023,1002,Central Service,Service Chargeback Funds,7000,Planning & Development,Development & Maintenance Services,520119,Computer Eq/SW Mnt,Other Services and Charges,Expenditures,8900,8900,8900
3034,2023,1002,Central Service,Service Chargeback Funds,7000,Planning & Development,Development & Maintenance Services,520805,Education & Training,Other Services and Charges,Expenditures,5616,5616,2774
3035,2023,1002,Central Service,Service Chargeback Funds,7000,Planning & Development,Development & Maintenance Services,520905,Travel - Training Related,Other Services and Charges,Expenditures,10000,10000,8035
3036,2023,1002,Central Service,Service Chargeback Funds,7000,Planning & Development,Development & Maintenance Services,522721,Interfund HR Client Services,Other Services and Charges,Expenditures,18805,18805,10491
3037,2023,1002,Central Service,Service Chargeback Funds,7000,Planning & Development,Development & Maintenance Services,522722,Interfund KRONOS Service Chargeback,Other Services and Charges,Expenditures,722,722,283
3038,2023,1002,Central Service,Service Chargeback Funds,7000,Planning & Development,Development & Maintenance Services,522724,Interfund - Application Services Exp,Other Services and Charges,Expenditures,16841,16841,8966
3039,2023,1002,Central Service,Service Chargeback Funds,7000,Planning & Development,Development & Maintenance Services,522726,Interfund - Data Services Exp,Other Services and Charges,Expenditures,20538,20538,8861
3040,2023,1002,Central Service,Service Chargeback Funds,7000,Planning & Development,Development & Maintenance Services,522775,Intfd Parking - Hobby,Other Services and Charges,Expenditures,1909,1909,477
3041,2023,1002,Central Service,Service Chargeback Funds,7000,Planning & Development,Development & Maintenance Services,522780,Interfund Metro Passes,Other Services and Charges,Expenditures,9702,9702,1982
3042,2023,1002,Central Service,Service Chargeback Funds,7000,Planning & Development,Development & Maintenance Services,522830,Interfund GIS Services,Other Services and Charges,Expenditures,36992,36992,7244
3043,2023,1002,Central Service,Service Chargeback Funds,6400,Finance,Administrative Services,520110,Management Consulting Services,Other Services and Charges,Expenditures,33922,33922,37112
3044,2023,1002,Central Service,Service Chargeback Funds,6400,Finance,Administrative Services,520114,Miscellaneous Support Services,Other Services and Charges,Expenditures,4500,4500,1504
3045,2023,1002,Central Service,Service Chargeback Funds,6400,Finance,Administrative Services,520905,Travel - Training Related,Other Services and Charges,Expenditures,5500,5500,1219
3046,2023,1002,Central Service,Service Chargeback Funds,6400,Finance,Administrative Services,522721,Interfund HR Client Services,Other Services and Charges,Expenditures,75959,75959,40058
3047,2023,1002,Central Service,Service Chargeback Funds,6400,Finance,Administrative Services,522722,Interfund KRONOS Service Chargeback,Other Services and Charges,Expenditures,4940,4940,1067
3048,2023,1002,Central Service,Service Chargeback Funds,6400,Finance,Administrative Services,522724,Interfund - Application Services Exp,Other Services and Charges,Expenditures,258742,258742,98087
3049,2023,1002,Central Service,Service Chargeback Funds,6400,Finance,Administrative Services,522725,Interfund Postage,Other Services and Charges,Expenditures,4300,4300,207
3050,2023,1002,Central Service,Service Chargeback Funds,6400,Finance,Administrative Services,522726,Interfund - Data Services Exp,Other Services and Charges,Expenditures,49224,49224,22474
3051,2023,1002,Central Service,Service Chargeback Funds,6400,Finance,Administrative Services,522780,Interfund Metro Passes,Other Services and Charges,Expenditures,17000,17000,341
3052,2023,1002,Central Service,Service Chargeback Funds,6400,Finance,Administrative Services,522830,Interfund GIS Services,Other Services and Charges,Expenditures,83,83,800
3053,2023,1002,Central Service,Service Chargeback Funds,6500,Admn. & Regulatory Affairs,Administrative Services,520515,Print Shop Services,Other Services and Charges,Expenditures,1250000,1250000,559764
3054,2023,1002,Central Service,Service Chargeback Funds,6500,Admn. & Regulatory Affairs,Administrative Services,521730,Parking Space Rental,Other Services and Charges,Expenditures,1466865,1466865,1472835
3055,2023,1002,Central Service,Service Chargeback Funds,6500,Admn. & Regulatory Affairs,Administrative Services,521735,Hobby Parking Space Rental,Other Services and Charges,Expenditures,488755,488755,196807
3056,2023,1002,Central Service,Service Chargeback Funds,6500,Admn. & Regulatory Affairs,Administrative Services,522205,Metro Commuter Passes,Other Services and Charges,Expenditures,1231686,1231686,177621
3057,2023,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,520110,Management Consulting Services,Other Services and Charges,Expenditures,4124105,3680024,1785656
3058,2023,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,520114,Miscellaneous Support Services,Other Services and Charges,Expenditures,598099,598099,34423
3059,2023,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,520119,Computer Eq/SW Mnt,Other Services and Charges,Expenditures,4127306,4131146,1397761
3060,2023,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,520121,Application Services,Other Services and Charges,Expenditures,21801077,22253174,10606045
3061,2023,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,520126,Construction Site Work Services,Other Services and Charges,Expenditures,50000,50000,34275
3062,2023,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,520139,Motor Pool Charges,Other Services and Charges,Expenditures,47101,47101,18646
3063,2023,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,520170,Generator Equipment Services,Other Services and Charges,Expenditures,71000,71000,31977
3064,2023,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,520510,Mail/Delivery Services,Other Services and Charges,Expenditures,100,100,62
3065,2023,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,520765,Membership & Professional Fees,Other Services and Charges,Expenditures,4608,4608,7671
3066,2023,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,520805,Education & Training,Other Services and Charges,Expenditures,173835,173835,67971
3067,2023,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,520815,Tuition Reimbursement,Other Services and Charges,Expenditures,52500,52500,6706
3068,2023,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,520905,Travel - Training Related,Other Services and Charges,Expenditures,21500,21500,19686
3069,2023,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,520910,Travel - Non-Training Related,Other Services and Charges,Expenditures,7500,7500,495
3070,2023,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,521415,Land and Grounds Maintenance,Other Services and Charges,Expenditures,35000,35000,10110
3071,2023,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,521605,Data Services,Other Services and Charges,Expenditures,11946680,11972175,5402583
3072,2023,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,521610,Voice Services,Other Services and Charges,Expenditures,8297797,8300000,2399916
3073,2023,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,521625,Voice Labor,Other Services and Charges,Expenditures,520000,520000,139066
3074,2023,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,521635,Voice Services -Wireless,Other Services and Charges,Expenditures,5892205,5892205,1897008
3075,2023,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,521715,Office Equipment Rental,Other Services and Charges,Expenditures,2075000,2075000,826524
3076,2023,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,521725,Other Rental,Other Services and Charges,Expenditures,1774857,1774857,645560
3077,2023,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,522430,Misc Other Services & Charges,Other Services and Charges,Expenditures,122355,122355,7799
3078,2023,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,522715,Interfund Electricity,Other Services and Charges,Expenditures,134207,134207,72065
3079,2023,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,522721,Interfund HR Client Services,Other Services and Charges,Expenditures,346334,346334,172631
3080,2023,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,522775,Intfd Parking - Hobby,Other Services and Charges,Expenditures,45000,45000,16308
3081,2023,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,522780,Interfund Metro Passes,Other Services and Charges,Expenditures,57000,57000,8854
3082,2023,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,522795,Other Interfund Services,Other Services and Charges,Expenditures,2420469,2420469,850025
3083,2023,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,522815,Intfd Print Shop Services,Other Services and Charges,Expenditures,1300,1300,30
3084,2023,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,522822,Interfund Insurance,Other Services and Charges,Expenditures,2070786,2070786,367609
3085,2023,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,522844,Interfund Vehicle Services - Tires,Other Services and Charges,Expenditures,2317,2317,374
3086,2023,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,522845,Interfund Vehicle Services,Other Services and Charges,Expenditures,38277,38277,6451
3087,2023,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,522846,Interfund Vehicle Fuel,Other Services and Charges,Expenditures,20988,20988,9676
3088,2023,1002,Central Service,Service Chargeback Funds,6800,Houston Information Tech Svcs,Administrative Services,522847,Interfund Natural Gas,Other Services and Charges,Expenditures,504,504,723
3089,2023,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520100,Temporary Personnel  Services,Other Services and Charges,Expenditures,12304700,12308400,5648614
3090,2023,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520109,Medical- Dental & Laboratory Services,Other Services and Charges,Expenditures,609486,609586,203768
3091,2023,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520110,Management Consulting Services,Other Services and Charges,Expenditures,1354169,1199600,150800
3092,2023,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520114,Miscellaneous Support Services,Other Services and Charges,Expenditures,108810,110500,16502
3093,2023,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520119,Computer Eq/SW Mnt,Other Services and Charges,Expenditures,348315,350565,286513
3094,2023,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520133,Private Investigative Services,Other Services and Charges,Expenditures,390000,390000,190814
3095,2023,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520765,Membership & Professional Fees,Other Services and Charges,Expenditures,41692,42566,15904
3096,2023,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520805,Education & Training,Other Services and Charges,Expenditures,136882,266602,19909
3097,2023,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520905,Travel - Training Related,Other Services and Charges,Expenditures,27725,27725,2242
3098,2023,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,520910,Travel - Non-Training Related,Other Services and Charges,Expenditures,7619,7619,4106
3099,2023,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,521405,Building Maintenance Services,Other Services and Charges,Expenditures,2000,2000,823
3100,2023,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522430,Misc Other Services & Charges,Other Services and Charges,Expenditures,169213,91650,12039
3101,2023,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522722,Interfund KRONOS Service Chargeback,Other Services and Charges,Expenditures,12678,12678,4973
3102,2023,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522724,Interfund - Application Services Exp,Other Services and Charges,Expenditures,1512705,1512705,461134
3103,2023,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522725,Interfund Postage,Other Services and Charges,Expenditures,9900,9900,1568
3104,2023,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522726,Interfund - Data Services Exp,Other Services and Charges,Expenditures,313983,313983,156764
3105,2023,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522727,Interfund - Voice Services Exp,Other Services and Charges,Expenditures,32441,32441,8061
3106,2023,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522728,Interfund - Wireless Services Exp,Other Services and Charges,Expenditures,33046,33046,12290
3107,2023,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522729,Interfund - Voice Labor Exp,Other Services and Charges,Expenditures,1083,1083,1435
3108,2023,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522775,Intfd Parking - Hobby,Other Services and Charges,Expenditures,12846,17190,1989
3109,2023,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522780,Interfund Metro Passes,Other Services and Charges,Expenditures,56507,64015,5624
3110,2023,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522815,Intfd Print Shop Services,Other Services and Charges,Expenditures,5760,5760,3224
3111,2023,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522822,Interfund Insurance,Other Services and Charges,Expenditures,8676,8676,136
3112,2023,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522830,Interfund GIS Services,Other Services and Charges,Expenditures,27512,27512,5387
3113,2023,2100,Park Special Rev.,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520101,Janitorial Services,Other Services and Charges,Expenditures,68000,75500,9806
3114,2023,2100,Park Special Rev.,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520102,Security Services,Other Services and Charges,Expenditures,20000,20000,7492
3115,2023,2100,Park Special Rev.,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520112,Banking Services,Other Services and Charges,Expenditures,113000,113000,41725
3116,2023,2100,Park Special Rev.,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520114,Miscellaneous Support Services,Other Services and Charges,Expenditures,50400,50400,2694
3117,2023,2100,Park Special Rev.,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520118,Refuse Disposal,Other Services and Charges,Expenditures,7500,4500,952
3118,2023,2100,Park Special Rev.,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520146,Contract Instructor Sports,Other Services and Charges,Expenditures,332000,332000,114882
3119,2023,2100,Park Special Rev.,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,521405,Building Maintenance Services,Other Services and Charges,Expenditures,251500,251500,152
3120,2023,2100,Park Special Rev.,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,521415,Land and Grounds Maintenance,Other Services and Charges,Expenditures,106500,106500,-89685
3121,2023,2100,Park Special Rev.,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,521435,Water Services,Other Services and Charges,Expenditures,15000,15000,4102
3122,2023,2100,Park Special Rev.,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,521705,Equipment Rental,Other Services and Charges,Expenditures,73400,100000,12545
3123,2023,2100,Park Special Rev.,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,521725,Other Rental,Other Services and Charges,Expenditures,109400,106400,9657
3124,2023,2100,Park Special Rev.,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,522430,Misc Other Services & Charges,Other Services and Charges,Expenditures,35000,35000,2849
3125,2023,2100,Park Special Rev.,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,522822,Interfund Insurance,Other Services and Charges,Expenditures,12176,12176,163
3126,2023,2104,Parks Golf Special,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520102,Security Services,Other Services and Charges,Expenditures,80000,100000,30154
3127,2023,2104,Parks Golf Special,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520112,Banking Services,Other Services and Charges,Expenditures,43000,43000,157
3128,2023,2104,Parks Golf Special,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520114,Miscellaneous Support Services,Other Services and Charges,Expenditures,77608,1000,10348
3129,2023,2104,Parks Golf Special,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520118,Refuse Disposal,Other Services and Charges,Expenditures,19800,19800,1308
3130,2023,2104,Parks Golf Special,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520146,Contract Instructor Sports,Other Services and Charges,Expenditures,303200,303200,295761
3131,2023,2104,Parks Golf Special,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520510,Mail/Delivery Services,Other Services and Charges,Expenditures,3600,3600,3081
3132,2023,2104,Parks Golf Special,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520520,Printing & Reproduction Services,Other Services and Charges,Expenditures,5200,5200,225
3133,2023,2104,Parks Golf Special,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520765,Membership & Professional Fees,Other Services and Charges,Expenditures,3500,3500,1241
3134,2023,2104,Parks Golf Special,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520905,Travel - Training Related,Other Services and Charges,Expenditures,0,10000,161
3135,2023,2104,Parks Golf Special,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,521405,Building Maintenance Services,Other Services and Charges,Expenditures,200,200,179991
3136,2023,2104,Parks Golf Special,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,521410,Sewer Services,Other Services and Charges,Expenditures,49400,49400,28329
3137,2023,2104,Parks Golf Special,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,521435,Water Services,Other Services and Charges,Expenditures,700,700,3056
3138,2023,2104,Parks Golf Special,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,521705,Equipment Rental,Other Services and Charges,Expenditures,690300,690300,339538
